wavenumbers,absorbance
3028.846521992158,22.06177527405313
3030.9657176549863,21.12524046726273
3033.084913317814,20.273838550837777
3037.3233046434693,19.33723073127691
3039.442500306297,18.400695924486513
3041.5616959691247,17.464161117696108
3043.6808916319524,16.52762631090571
3045.80008729478,15.761357284846198
3047.919282957608,14.909955368421251
3050.038478620436,14.143686342361747
3052.1576742832635,13.24971798075407
3054.276869946091,11.24902204439556
3054.276869946091,12.142917393232771
3056.396065608919,10.546602686110134
3060.6344569345742,9.844110315054252
3062.753652597402,9.120407734177476
3064.87284826023,8.481838043666137
3066.9920439230577,7.247338120596673
3066.9920439230577,7.843268353154812
3071.230435248713,6.608695417314877
3073.3496309115408,5.970125726803538
3076.5284244057825,5.161253749176076
3080.766815731438,4.309778819980657
3085.0052070570932,3.543436781150689
3089.243598382749,2.9047940778688854
3096.660783202646,2.0957760747004883
3100.1927759740256,1.556479414435202
3112.3428311075713,1.0055347835212913
3126.859321397941,0.6900429516914244
3138.3382979049247,0.5193816851204929
3157.0578595932366,0.41232062602454533
3169.773033570203,0.34803288162765256
3182.2762879808865,0.3646286843549902
3195.2033815241357,0.34715672838203915
3214.6293417667234,0.37486507477457565
3228.050914297966,0.34602503043979027
3241.295887190639,0.40941836839844825
3267.0441144939964,0.3106284393170071
3280.6069667360935,0.2420548452936515
3292.6863820142116,0.15224913761826286
3303.2823603283505,0.21573374154001357
3320.2359256309724,0.13001674901082083
3331.891501776525,0.17218162395597147
3349.5514656334226,0.17157318420207446
3362.619838887527,0.17112293878418683
3372.156219370252,0.17079438131708713
3409.5953427468753,0.19788211916063858
3431.4936979294284,0.1261835785612675
3459.043241546189,0.16780085772790443
3481.2947960058805,0.16703422363799092
3492.950372151433,0.16663265340041988
3501.427154802744,0.16634060231854875
3518.380720105366,0.16575650015480647
3528.9766984195044,0.1653914363024711
3568.1818181818176,0.12147425486609364
3586.1949813158535,0.16342009149983738
3597.850557461406,0.16301852126226635
3626.4596989095803,0.16203284886094593
3643.413264212202,0.10469348645357712
3664.60522084048,0.16071861899252582
3686.221016601323,0.19402704487993816
3704.8699384342067,0.1877090064754583
3721.8235037368286,0.18712490431171602
3738.7770690394505,0.2007296172088786
3753.0816397635376,0.20023678100822195
3766.326612656211,0.24234689637552265
3777.9821888017636,0.19937888095522283
3791.756960610144,0.22018752053854485
3806.591330249938,0.2409596537366383
3821.955498805439,0.11273097560257384
3833.081276035285,0.15491410374033876
3842.61765651801,0.15458554627323196
3861.6904174834594,0.15392843133902545
3880.763178448909,0.11070487122209016
3893.4783524258755,0.15283323978200514
