#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
821000,-82953.83686954866,302.08833380165714,0.984950685516744
822000,-82632.22878496686,298.39141911061085,0.9746594892230293
823000,-83012.69240219146,309.6173493888461,0.9833589021949766
824000,-83091.99496823066,303.8139387274723,0.984833675734395
825000,-83101.9953686879,297.96942165990265,0.9780213274541285
826000,-82576.88234386919,299.34979493999646,0.986610724213521
827000,-82973.28003429517,297.9700995835114,0.9805904849097902
828000,-83251.18986013939,301.409286302008,0.9880683240008381
829000,-82842.95116709807,302.91265449776427,0.9924886674209177
830000,-82822.81501327321,299.9343544730081,0.9874135897812084
831000,-82551.65162856615,290.66552791195875,0.9763097893548464
832000,-83053.67426787526,300.9184535070826,0.9787771406622029
833000,-82835.73061344109,297.86122591026265,0.9944764679447108
834000,-83117.42439965444,298.1623977061574,0.9880862368988045
835000,-82910.7434840746,294.7946030304041,0.9925445316031629
836000,-83162.83457512344,303.97126295173143,0.9798129554297011
837000,-83474.34214372962,293.38515102329677,0.9876478431318404
838000,-83369.86516057025,302.96351936297987,0.9873338398393389
839000,-83076.47182304238,304.8475413012183,0.9858332935734607
840000,-83281.64746011939,300.43095130207854,0.9906654934693611
841000,-82692.02830263099,303.35877670914203,0.9794405278253603
842000,-82691.17218069092,300.6107660368439,0.9856487337358035
843000,-82865.41663585976,305.82704221226646,0.9863725223683576
844000,-83015.63912763208,302.3624499952025,0.973633697486559
845000,-82921.48680138105,298.95037808681246,0.9835920338539027
846000,-83250.4042219466,306.5661961850601,0.9754313867906409
847000,-83212.16796590952,303.74976936639115,0.9871480301585677
848000,-82194.35717284441,294.862776900856,0.9754589044166873
849000,-83698.13206622051,303.4274123431821,0.9772199659217496
850000,-83165.58486270218,304.9432063609408,0.9802030016059574
851000,-82644.62801834953,305.4548615851369,0.9787370169088958
852000,-83033.842518894,301.46060579640795,0.9856988761920136
853000,-83225.38763283822,300.0605396359601,0.9840559612421474
854000,-82904.88540807297,299.63401047579214,0.9792941652205486
855000,-83513.27682196215,300.0498363053055,0.982559793630023
856000,-83569.58228459221,294.6731710723434,0.9927757842441867
857000,-83424.37455634528,296.98724034641856,0.9919297003617359
858000,-83407.01479424495,295.18707773545316,0.9820605915312351
859000,-83062.2797028157,305.02824299657163,0.9892934050659028
860000,-83044.47053822194,302.1551610380335,0.994444024751988
861000,-83079.15060256538,293.1769863441694,0.9868349328393873
862000,-83588.89537487889,298.10015982269255,0.9788468175132454
863000,-83364.91561041039,293.64523548799815,0.9776590410473361
864000,-83391.33135495003,302.2350389966511,0.9808661705392787
865000,-83147.16039834608,296.7411935691199,0.9815581572771008
866000,-83582.73560677317,302.7724263607849,0.9869475382333831
867000,-83376.56510165037,301.33402435432697,0.9757087641453841
868000,-83032.26933525194,301.48690865634876,0.9845104481580981
869000,-82823.46389920503,295.97955334428167,0.9811360798039963
870000,-82746.30125137034,299.81957780914325,0.9836397301965175
871000,-83171.6545254016,301.7723918059618,0.9853545563002071
872000,-83074.8927495915,298.4036045920221,0.986868607129539
873000,-83714.93200009182,299.7822672974777,0.9921930261215088
874000,-83423.9928334892,296.25706456629786,0.9845844325030473
875000,-82580.48901942809,298.6913997096359,0.972638031506858
876000,-83008.00632579555,294.998475560007,0.9784424749421703
877000,-82625.16829968157,303.4866011547141,0.9793854667477235
878000,-83084.78501208557,304.3093902748843,0.9798748957127288
879000,-83124.51661976118,301.7466730415094,0.9860205663264165
880000,-83084.86379920866,295.31508167061486,0.9916973613612776
881000,-83301.6564193049,296.99172309117716,0.9875952267921521
882000,-83085.72064682358,301.95485664792227,0.9809876388224125
883000,-83011.16325825156,299.52999107952104,0.9773888421310217
884000,-83046.61378948408,301.7117159626832,0.9829009426026046
885000,-83239.57736021274,298.4013589297171,0.9875117516545775
886000,-82711.44627342199,298.60228940128235,0.9831039796284575
887000,-83630.44620377757,298.93267374672183,0.9942512672038417
888000,-83356.02975504624,295.8844493458239,0.9938905541785514
889000,-83544.1463750921,296.86441571151323,0.9799704478697531
890000,-83541.64907162549,304.81338850272897,0.9903486305915762
891000,-82936.91200415732,305.02892122404427,0.9876429641005114
892000,-83038.61763866391,302.59198780445416,0.9807193400940258
893000,-82738.08378321567,300.27923978484665,0.9891229735405547
894000,-83000.72379979916,303.37148927636906,0.9849611013105719
895000,-83472.9995239412,302.57400245280024,0.9918746233208732
896000,-83374.57788582618,297.45585760192597,0.9852054931817464
897000,-83260.18493557005,298.5113983369902,0.9826638683569586
898000,-83150.64970759064,302.0468745506293,0.9830950413666187
899000,-82938.81408002682,299.6175692278031,0.9863342603476731
900000,-82642.03517024574,302.6762797605609,0.9780439894557112
901000,-83333.36699812877,303.07625834834596,0.9838515622571187
902000,-83277.38003790868,297.00664543332107,0.9843976601450978
903000,-83236.9294915343,295.43963993886433,0.9845307412948194
904000,-83447.6439049443,297.8582369610197,0.9724387917190211
905000,-83131.21337192203,302.32084155342136,0.9837582085772038
906000,-83213.15128318989,299.9967158437543,0.9921830891876865
907000,-83119.69317323569,303.07482135871464,0.9872783005212404
908000,-83352.5640667954,298.43032362267564,0.9839341086534258
909000,-83007.37316323078,298.61294794667174,0.9799255659146886
910000,-83154.10445987928,302.50730255854336,0.9776885086115035
911000,-83207.19807651785,299.75769711719687,0.9856831675254741
912000,-83673.95235205773,298.54519012526697,0.9926662080546726
913000,-83252.24405221152,299.4058686155182,0.9967109754009242
914000,-83452.78006420063,306.1016392097792,0.9807638269899939
915000,-83088.88858149684,300.4469104114339,0.9886141458165006
916000,-82675.84200569469,298.23327926946735,0.9847967456785258
917000,-82905.00941937964,307.09252072817327,0.9835954557199631
918000,-82982.36058877216,299.58115219223623,0.977009113663129
919000,-83309.83416336967,308.0753831163566,0.9840487200224383
920000,-82761.48856440542,301.85713938378154,0.9793490251155322
921000,-82874.13712335227,296.09743036511213,0.9778725084595467
922000,-82819.9555428566,300.36432084617957,0.9899581213357239
923000,-82930.08023309335,300.6638006657048,0.9854758602848058
924000,-83410.92946460802,308.2133403668539,0.9878126299614195
925000,-83404.46852279746,301.8282908299655,0.9847136937708897
926000,-83724.02676560689,298.6724001823758,0.9809819318027043
927000,-82965.62161372189,304.0633340586017,0.9769592466103826
928000,-82014.00026310608,304.13347759962244,0.9828391986556507
929000,-82700.08257942006,306.76724183754993,0.9870985535145395
930000,-82981.19054392306,306.3339687524981,0.9845771848898841
931000,-83643.88058601483,304.3679521442186,0.9904495736691006
932000,-83131.1906256571,296.1668581063256,0.985814705731103
933000,-83254.00954193884,296.0503042981971,0.9833005196774575
934000,-83331.06408863305,297.01870407010523,0.9824123627637082
935000,-82845.27110036585,302.84981273564205,0.9758967763774293
936000,-83224.17851716396,301.46925195165164,0.9807697999099897
937000,-83081.57661972265,296.19343965298174,0.9823385914932375
938000,-83455.0454795697,302.2468428242983,0.9860259957231663
939000,-83063.82517009671,287.5001334361404,0.9792095657029457
940000,-83235.15212762612,304.1210986407242,0.9800970000408759
941000,-82834.36757403438,300.55049149666416,0.9816208932583061
942000,-83329.05934510299,301.292911037697,0.9712385383386227
943000,-83361.26397640468,296.81412828718794,0.9829863225605181
944000,-83241.98320553667,302.9609957776213,0.9809150883133843
945000,-82957.78228414938,297.1880020533519,0.9761176965289848
946000,-83519.4282492554,287.64352880109533,0.9755156052053712
947000,-83481.4575859395,298.48497938122256,0.9848688183384673
948000,-83173.85269835196,298.3383947411616,0.9844766890568104
949000,-83347.01372208825,300.5390644119809,0.985684980707282
950000,-83074.16031923587,303.14055574724875,0.989696480022278
951000,-82825.33657756203,307.58103875239925,0.9833967331634376
952000,-82742.73024653248,299.07265593850576,0.9844230444366235
953000,-82599.84406960761,297.75452870295896,0.9802982251186735
954000,-82918.61823609262,298.48969806844923,0.973935660900989
955000,-83445.84436701576,301.1263987676522,0.9813009684678012
956000,-83150.64836623991,302.2085977407526,0.9851222860455021
957000,-83166.46627105388,295.7054508995363,0.9865094854341382
958000,-83438.38309545536,308.5536059780559,0.9816320584156865
959000,-82988.86369094433,296.0532519363596,0.9858186685373432
960000,-82906.61021350301,302.0562011478529,0.9776365367595958
961000,-83267.55859997863,298.14508748290547,0.9810999745094476
962000,-83036.57755134616,298.7157168566954,0.9819573644838555
963000,-83389.26497155445,302.6286977465259,0.9833336821644117
964000,-82994.4908416376,303.82383297014263,0.978830045208248
965000,-83351.57940386113,298.3622187682755,0.9861604474055042
966000,-83086.60212853103,297.66746110580084,0.987514062580742
967000,-83065.73353896441,293.2812439156133,0.9810105948934014
968000,-82715.10595276818,302.4007314160781,0.9735521906716644
969000,-82838.85150078556,302.9330289462159,0.977450308045982
970000,-82878.54682728834,299.06422208193726,0.980842383651507
971000,-82793.35002209514,298.11263941865843,0.9778609057707529
972000,-82935.39468409389,300.64648695324706,0.9808939989523205
973000,-82621.63730507396,296.7208187451575,0.9907010274978789
974000,-82723.39947219176,300.52013892005925,0.9854549415933054
975000,-83062.66419613198,302.06365665943866,0.9850420700753193
976000,-82216.07700802112,296.8662585009263,0.9720891621532257
977000,-82894.34919163148,300.7731577012262,0.9799375825663124
978000,-82870.27398747671,300.1419463839215,0.986621443845782
979000,-82890.59632173047,301.8780437861574,0.970774806393434
980000,-83187.10033217841,297.93326805205277,0.9899314666068556
981000,-83017.3184850954,298.5442230768298,0.9896610648387879
982000,-83134.24453447352,304.75604550392194,0.9813583121801017
983000,-82922.50607904373,298.1045608765829,0.9834995329963375
984000,-82888.49127852003,294.76565100745887,0.9792901405358383
985000,-83517.52089760237,300.29676722055643,0.9934996430557872
986000,-83088.18025312794,298.76026158832246,0.9871793013102131
987000,-83339.9946418968,307.08658186919,0.9933845045259727
988000,-83182.32408505015,303.8976700335179,0.9814541103055333
989000,-83620.29858036287,297.2768874904876,0.9928769895479228
990000,-83408.4029120591,296.7132671682785,0.9803932637944558
991000,-83344.23556795053,299.3063017593088,0.9779806880509976
992000,-83385.28356102004,299.15020475229466,0.981417632064064
993000,-83094.13592791843,303.7843439560886,0.9844608764860882
994000,-82696.24328902183,301.8239143051953,0.9779699032210674
995000,-83104.64060059859,301.26173257112396,0.9780850192142795
996000,-83012.18131865386,304.6474797217396,0.9876346172363665
997000,-82731.1869287237,298.9469085165825,0.9727793437943603
998000,-82636.84372829786,296.270540045261,0.9731734999176254
999000,-83527.3953950833,299.4521082559494,0.9824529865590408
1000000,-83304.73485657922,293.98723417395695,0.9854990079180745
1001000,-83086.69475856615,296.2905480420882,0.9771007574551276
1002000,-83614.3708120404,300.77947050667706,0.9856079804090221
1003000,-83620.64390987268,298.31236729931317,0.9887371262305623
1004000,-83116.72508514632,301.5522055369718,0.9788308372548807
1005000,-83230.92476193694,305.58195461143333,0.9832581887058282
1006000,-83288.84365058638,306.20127098372416,0.9881880571830295
1007000,-83110.42740635545,295.0727709254417,0.9816850387566091
1008000,-82861.83111963124,297.9515882984102,0.9889855345832522
1009000,-83007.79537615919,296.6021057965005,0.9836786842795524
1010000,-82841.25364289398,300.21194753383025,0.9849295546654707
1011000,-82943.61753017514,292.2385270265141,0.9856739769198852
1012000,-83216.21924441261,301.46483563738593,0.9765004260832103
1013000,-82587.64999447996,300.27813775779447,0.9844199147322582
1014000,-82882.06206634705,307.4294266870306,0.9858037480187327
1015000,-82373.90854379121,299.2963023624973,0.9795262734855639
1016000,-82573.7098525503,298.0624777468947,0.9710910213126088
1017000,-83206.8050907728,301.0949434198897,0.979250473499491
1018000,-83376.93029076955,301.25390481112845,1.0014355915314035
1019000,-82882.11833017785,307.5695905182361,0.9914785485908083
1020000,-82900.55551128444,300.1144338630787,0.9817174849911363
1021000,-83172.9375355388,301.40730506461745,0.9772892240252633
1022000,-83090.29250962287,295.18209461041465,0.9790309831652545
1023000,-83491.68550600146,299.09653017491553,0.9814334719733627
1024000,-83266.15593903448,301.1674808224803,0.9847328022308718
1025000,-83353.71869296656,297.32155632043686,0.985946976416261
1026000,-82885.36945700954,301.7622187058944,0.9885418301441299
1027000,-83468.39254781738,295.83203900789886,0.9813580038428138
1028000,-82984.19472814264,302.6968346739357,0.9708315582868388
1029000,-82760.76194775954,301.2031643774016,0.9717637462400509
1030000,-83144.53611475317,299.26246855271273,0.978411284285705
1031000,-83152.38086636149,297.8790646500357,0.9860504154334999
1032000,-83082.33612976555,294.70014287651406,0.9814668309976193
1033000,-83114.95555318217,298.4460234520967,0.9779351488387448
1034000,-83508.43521859596,295.8848337458313,0.9807361666193705
1035000,-83366.4794503061,299.84208554874056,0.9902569287755356
1036000,-83505.4327050969,300.59724662964646,0.9890049157233107
1037000,-83097.00133993593,298.69389630536574,0.9860931500121193
1038000,-83324.1663929589,300.1706212530466,0.9894187030282114
1039000,-82620.95892430632,301.7065737589979,0.9767170881648644
1040000,-83312.40646273707,301.9887083546055,0.9915147431972112
1041000,-83294.94076097215,299.14340510353526,0.9906959807109721
1042000,-82678.57266381045,301.88600146473254,0.9776997825424913
1043000,-82802.76555094868,305.29057106493417,0.9846594445210246
1044000,-83224.09560493066,300.30736729455987,0.9842149830772701
1045000,-83351.62235040386,300.05773255728695,0.9847194222892574
1046000,-83204.45913092518,302.9835142941529,0.9874456702172849
1047000,-82859.73010324157,301.03138285243057,0.9825713371961259
1048000,-83346.67248181405,306.7599996843537,0.9876510217532315
1049000,-82833.7478072904,297.83776420558684,0.9723627378054781
1050000,-83232.51014918933,307.33637943385156,0.9828348804118467
1051000,-83309.75204860308,297.2283325238831,0.9820099789890505
1052000,-83572.53094277752,297.9116402195615,0.9822657907899739
1053000,-82963.56164408778,302.16242995050914,0.9851674498924006
1054000,-83615.28098433628,303.7237694511405,0.9889939514065693
1055000,-83384.45443308563,299.521837558777,0.9880291727996252
1056000,-82318.40840430406,306.1104649393584,0.9811997766821089
1057000,-82963.78947081376,303.77872869489585,0.9815799471223743
1058000,-82514.8481574374,302.0221020032955,0.9674818334283544
1059000,-83041.30873354088,302.5706024297239,0.9766794651553427
1060000,-83022.55849354778,302.5031845689042,0.9852607775074635
1061000,-83098.93980340671,299.3991019045759,0.9863764118858734
1062000,-83720.04495778173,298.07455588165976,0.9854769138752479
1063000,-83598.51134234312,295.92137777151385,0.9752977763145609
1064000,-83332.81490029633,295.33567378754765,0.9914545664696263
1065000,-83375.69357884722,302.46969283566887,0.9896985544210802
1066000,-83199.53639053198,293.44101771297716,0.9850506734799901
1067000,-83252.0719512272,303.6853671349424,0.9854798797151268
1068000,-83458.40107448032,302.22241859104355,0.9870287075705878
1069000,-83427.34038536984,300.1128141734287,0.9946618706263834
1070000,-82884.38883659418,291.86981486021807,0.9872565127448784
1071000,-83210.70042379311,302.3935423061578,0.9976605081777011
1072000,-82901.0886936881,295.86346477767154,0.9911079378235362
1073000,-83365.08288329776,307.3566741124734,0.9906295185387186
1074000,-83212.17634655349,307.20806201088817,0.9766272837197209
1075000,-83381.47812256205,300.7880039624359,0.9905350030187929
1076000,-82517.59886658995,295.3617422183525,0.9822492458639551
1077000,-82850.1508928134,299.02686914907724,0.9849571242578189
1078000,-82950.9722533031,301.81609625923124,0.9890059271572881
1079000,-83479.64349265257,305.49529256101124,0.9883607895275561
1080000,-83485.62329382659,304.1144038626724,0.9861167739838124
1081000,-83323.02447901352,292.4024569867653,0.987771756342256
1082000,-83299.06014693895,298.98204295761224,0.9784266327147598
1083000,-83402.82565502549,301.1966871828918,0.9844975477050603
1084000,-82967.27330019325,296.4595060883542,0.976624999080452
1085000,-83609.56589059852,298.1904731706749,0.9736374808770444
1086000,-83651.07814888761,304.6949050360791,0.9861856197651221
1087000,-83196.4687670577,298.92275971862824,0.9858563005615384
1088000,-82941.7293597018,300.5666150301815,0.9754755936366261
1089000,-83205.11182753328,301.53400583302255,0.984863824520709
1090000,-82797.261839254,299.1298723256713,0.9764054641976498
1091000,-82993.71913524711,304.81607218944816,0.9708539954063033
1092000,-82780.3620996711,298.46853829358855,0.9762859446520287
1093000,-83304.36907968501,305.66077644798196,0.9903639771868262
1094000,-83421.00761477184,299.6799915314925,0.9919476396217667
1095000,-83062.04094695381,301.8943351417115,0.9848067061648913
1096000,-83152.18005948898,303.39162766690964,0.9876835423458495
1097000,-83187.02456656622,297.8008593021705,0.9794055619317868
1098000,-82674.31497403543,297.10583128963026,0.9755174024268901
1099000,-83608.29734534852,298.01422918106664,0.9908344303920864
1100000,-83507.89210056997,301.32422442154575,0.9908531586156852
1101000,-83424.38176137663,295.0574377244565,0.9959743200922963
1102000,-83550.01553033927,304.9990365794548,0.9915568984372155
1103000,-83093.49507338798,301.41230513599066,0.9806136244438923
1104000,-83384.7505870352,299.786432887823,0.9926930172530926
1105000,-83061.6548005073,304.32686482767434,0.9856276215377248
1106000,-82925.15528493683,298.69440511474204,0.9799049169195895
1107000,-82853.48209719534,307.7382978720805,0.9846290654411958
1108000,-83298.2663257849,297.2717234872652,0.9888806245739319
1109000,-83274.46370991314,302.1696938722009,0.9908085089133135
1110000,-83319.26286530495,298.4830361953618,0.9866549970188709
1111000,-83291.03711753926,290.40613250642394,0.9853904832065614
1112000,-83590.56061107077,300.5400372231704,0.9827320797689268
1113000,-83069.17749782128,300.9824464779075,0.9842573958023011
1114000,-83772.50458825764,302.444844184313,0.981233223705445
1115000,-83852.80126428342,296.06872379632125,0.9959051890673046
1116000,-83034.80534242577,298.90456736691635,0.9746723377568431
1117000,-83326.38549662795,298.46449503667606,0.9711979338964017
1118000,-83335.54957858892,300.4338301450959,0.9876458715810479
1119000,-83500.55503942585,293.1353125393403,0.9942348129117159
1120000,-82866.9882551569,301.39075452398373,0.982938105402233
1121000,-83189.46826410282,304.2669156998694,0.9914031209004707
1122000,-83187.2719057423,299.1044674492926,0.989891212049474
1123000,-83002.9782959139,302.52663468493245,0.9773400417016319
1124000,-83431.93514616688,302.98926120470196,0.978660199688926
1125000,-83491.38080095546,300.63116674857724,0.9790138093208545
1126000,-83361.90805981436,305.37989044734564,0.9860951383692113
1127000,-83007.46924355545,292.6062013403798,0.9897554270478877
1128000,-83010.728240175,297.2234660667871,0.9895515761248089
1129000,-83220.56018165062,298.82972710531084,0.9761464974219738
1130000,-83558.78685330815,296.0300968412879,0.9717777791523253
1131000,-82675.06707364134,299.6084091258463,0.9802219467727037
1132000,-83052.21519703971,301.1493242892524,0.97706017737065
1133000,-83159.81663700269,296.1797003487999,0.9855210734610116
1134000,-83554.73263353732,303.75303649853913,0.981210672022306
1135000,-83352.66137360374,294.8651121712548,0.9814911684338611
1136000,-83071.60585906182,303.85900150317354,0.9821237093352153
1137000,-82478.36576690571,298.73397522106103,0.9795998361244395
1138000,-83203.72479440022,301.15335165644035,0.991314275027046
1139000,-83161.6256316725,303.45056431951133,0.9826783035463121
1140000,-82662.3729510862,295.7756373298756,0.97636970750229
1141000,-83218.97921967017,295.26290382149864,0.9963900972606566
1142000,-83464.297310655,302.31954288878666,0.9840203838607172
1143000,-83313.50401290657,299.256404096172,0.989100659787051
1144000,-83271.12198133848,294.1443983866471,0.975821264337214
1145000,-83112.6307816775,303.0257758450945,0.9935647307835325
1146000,-83623.78484735743,297.0612463786845,0.9862382363876253
1147000,-82945.50587237428,291.04803440185185,0.9802336253457304
1148000,-83481.96971326682,296.1604140011559,0.9871543589037556
1149000,-83779.04978053964,296.6064248093328,0.9892078926584901
1150000,-83150.53050298645,301.3565097033195,0.9796830230617759
1151000,-83775.3602137317,302.21726259518846,0.9911217428839413
1152000,-82887.87414517882,295.2913355878349,0.9801390371975651
1153000,-83050.9587202695,299.62707701826554,0.9757511167850422
1154000,-82622.56731039385,306.8168178294469,0.9882787586584255
1155000,-82762.42677146627,300.3644646846813,0.982394211663257
1156000,-83058.05678811611,305.3227376283379,0.9814156843134232
1157000,-83365.32920774346,298.1230109386064,0.9847570428295651
1158000,-83434.47992058215,295.6721978557177,0.9922045731321267
1159000,-83067.65667414304,298.7000140168604,0.9745514260915844
1160000,-82947.85262750235,300.7060223119947,0.9885345364388876
1161000,-83115.564722977,296.69285314021886,0.981274154738608
1162000,-83587.34246116603,299.30334000578296,0.9793425138079397
1163000,-83020.54437926173,292.8645724126872,0.9845623667695648
1164000,-82915.42260022834,308.3648222897459,0.9875449071809969
1165000,-82825.35851253307,296.9771821507253,0.9733902148039449
1166000,-83306.35831242317,302.12517008860823,0.9814324612738533
1167000,-83048.13473155111,301.026804124024,0.9835199815361173
1168000,-83624.04156648746,298.2043056008057,0.9838411880438573
1169000,-83248.11181164585,293.7798095370817,0.9923660199768884
1170000,-83326.7643544916,295.9915495827255,0.9838734431207822
1171000,-83433.04063148069,300.6183710882234,0.9814953333495167
1172000,-83696.85173899075,298.57911598702714,0.9847028275658253
1173000,-83035.40773973108,292.46342430878116,0.983503577801829
1174000,-83076.37118911551,305.9556923202056,0.9762175691214977
1175000,-83285.09908366093,302.48397188885554,0.9808919652136099
1176000,-83339.5947926091,295.8471703961861,0.9859743493090731
1177000,-83250.70789933426,296.8962115237079,0.9779840814508275
1178000,-83031.53641174047,301.15915002409895,0.9800151414827256
1179000,-83291.99062754092,297.4740396818101,0.9816208545768376
1180000,-83526.33994066244,295.5736457447281,0.9944786990764746
1181000,-83416.59214552725,300.86848089225293,0.9776811408636494
1182000,-82631.65958582459,296.0225837596069,0.9778455010189431
1183000,-83129.87957775412,298.9778955224305,0.9852074206649369
1184000,-83231.8187590423,305.15507257692906,0.9829141499188548
1185000,-83276.44516743312,301.18752438056055,0.991323798172066
1186000,-83092.66529149568,305.5051985894112,0.9910916064271721
1187000,-83341.04406852415,305.997532864341,0.9872577855450172
1188000,-82966.17152420705,300.5612297321843,0.9777876426216259
1189000,-83250.40343009366,291.3497409912509,0.9870400988231234
1190000,-83173.75559903914,299.4558498309836,0.9807224035758585
1191000,-82728.96032863628,302.14963300764646,0.9844968644240958
1192000,-83163.26350017055,300.65230793332336,0.9948448112303092
1193000,-82876.16998284945,292.3176999621277,0.9897704691469272
1194000,-82944.9455325728,302.5282632082185,0.9814244639281058
1195000,-82833.83135250886,299.4927249629596,0.974323448876107
1196000,-83495.9492361226,311.5407668144592,0.9836265015139953
1197000,-82988.52069859626,302.5663364217314,0.9823360426111876
1198000,-82858.13627399056,304.39082926582796,0.9788113531506217
1199000,-83238.6824465894,305.8391126562856,0.9851926736800134
1200000,-83165.07041950087,312.21208415583385,0.9732779870785101
1201000,-82737.0302812549,303.42254657371126,0.984883608165232
1202000,-83044.69932088273,300.5317602350128,0.9887737131886819
1203000,-83068.32741468318,297.98458104641725,0.985468734369659
1204000,-82595.74252829299,299.49769798369533,0.9720250426310835
1205000,-83423.73171452997,305.32555786202323,0.9899223640751523
1206000,-83106.76863545191,300.5537220446643,0.9973657479916179
1207000,-82948.12279504939,304.26805497503085,0.9868979163054195
1208000,-83032.79556466202,305.71049856926965,0.980872269131563
1209000,-83573.63815711898,291.3043251439015,0.9833815705729113
1210000,-83075.29649600416,300.4063017983182,0.9818262245774811
1211000,-82999.88596789975,303.3913681768793,0.9882663858067187
1212000,-82614.2407585273,297.29854727544995,0.9767255129910878
1213000,-83046.09612265247,305.13637466738004,0.9854254256273387
1214000,-82722.29453365575,299.53670834380074,0.9859749241960546
1215000,-83129.70158849692,302.5871803861893,0.984376175546958
1216000,-83151.55559230753,307.0279379080473,0.9821311643014511
1217000,-83133.72079907398,301.98823767546264,0.9842511337571299
1218000,-83325.18144876091,298.43260999910143,0.9760563084568995
1219000,-83354.26617293828,295.6685152118567,0.9818690371425377
1220000,-83644.80504283635,292.6412914719582,0.9872560177717872
1221000,-83168.0927018642,296.6197137757473,0.9737533700610448
1222000,-82879.41016888776,300.0676777707257,0.9769140610991143
1223000,-83103.15516357415,301.70783857860573,0.9818085795607383
1224000,-83010.71498439903,308.3551161444597,0.9761021253527781
1225000,-83005.59586733021,295.12952204950335,0.9778437505859622
1226000,-83226.56282485148,297.4214125112077,0.9825195621576504
1227000,-83478.85828159656,296.7296326078587,0.9935613558433043
1228000,-83301.61734179221,300.3586827401078,0.9843380068713644
1229000,-83193.90342053137,299.886118044924,0.9818931443258576
1230000,-83320.1683296843,296.665616477888,0.9875650049052763
1231000,-83405.57988555002,295.64701018245114,0.9909583821351925
1232000,-82638.7802867163,302.39920499343907,0.9799614306407307
1233000,-82634.70004279481,299.62992482524913,0.9860299507196092
1234000,-83274.98565508035,303.2945891391374,0.9838443836221095
1235000,-82627.97265599383,300.510118737751,0.9791989703084026
1236000,-83176.3562463944,297.1811607180898,0.9919882617953882
1237000,-83112.34614662093,304.41302848058854,0.986632148413335
1238000,-82782.97776647768,295.07499664404895,0.9836999990857711
1239000,-82797.4127632702,299.47276483543476,0.9785873464701496
1240000,-83330.13790506497,289.19701195666954,0.987675493180405
1241000,-83242.41686777555,298.1474428246931,0.9847097506202578
1242000,-83062.9391662163,302.4010724946143,0.9784552861899899
1243000,-82620.6980302995,299.00172152229237,0.971202519621383
1244000,-82898.38539614232,305.3417146400718,0.9874067809771598
1245000,-82307.87980481074,296.4079188566207,0.9756259443695299
1246000,-82720.15038411907,305.69355388680015,0.9729512757037335
1247000,-83248.40255467233,297.9812981433994,0.978122011864053
1248000,-83682.84564538405,305.4635933834423,0.9997494316850167
1249000,-83150.6763550642,293.48476226442597,0.989261649527678
1250000,-83481.95578733855,305.79171398584305,0.9847386800779432
1251000,-83584.94039393077,302.832162906229,0.9888469275280368
1252000,-83598.47453906457,298.94285942591296,0.9822216469678793
1253000,-83178.45281370083,302.87545764036855,0.9848737705688193
1254000,-82980.79453345807,301.17467242594273,0.9746774540291148
1255000,-83348.15639901755,299.4678941143446,0.9854877012647445
1256000,-82879.78202076006,300.3310881414715,0.9842411465209936
1257000,-82766.39467507554,297.27362049843236,0.9829479556843678
1258000,-83069.81017227122,300.6117678239779,0.9848120698361694
1259000,-83540.51632402273,306.2654331221235,0.9952563595606512
1260000,-83516.68912302813,298.2899578803973,0.9928805731926456
1261000,-83308.16728351935,302.6969398375755,0.9870905796483733
1262000,-83124.28799056943,298.71460655622366,0.9687988425950893
1263000,-82563.38226754044,300.288612720977,0.9773198150733577
1264000,-82919.38764636777,299.17956094523265,0.9926844610285428
1265000,-82639.37367612985,304.27749795975603,0.9904326739658466
1266000,-82993.0305805172,303.24187001754257,0.9876008156167785
1267000,-82818.2197633824,304.10984383971135,0.9856204883590141
1268000,-83199.68582131562,297.27148871026975,0.9875398806098612
1269000,-83269.3412913807,300.4158224852556,0.9869076222583036
1270000,-83014.51606445841,300.7923953160533,0.9759126097031694
1271000,-82729.6293505751,304.1362004138091,0.9701801312764272
1272000,-82796.20331935282,299.794548363005,0.9821663710140357
1273000,-83394.42253133166,296.5729056704177,0.9842196074315815
1274000,-83111.99093028146,302.98670863474604,0.9861224170975491
1275000,-82990.62540438719,300.6999864734152,0.9763617315172035
1276000,-83053.85476791405,302.07131967025873,0.9829365994436471
1277000,-82964.82903819997,300.4050496327951,0.9709154406658819
1278000,-83576.97992652905,307.14109182239514,0.9879326696214749
1279000,-82818.53334487882,303.7369049678249,0.9828426984679663
1280000,-83002.68258784513,303.09247548401953,0.9790945169968372
1281000,-83297.07105725695,292.89930045122105,0.987236899609345
1282000,-83294.93810573168,296.76983238638996,0.9878441919726686
1283000,-83312.25355578621,292.9186433729056,0.9845219928531355
1284000,-83770.39683589723,298.2614742810969,0.9987865658384942
1285000,-83131.18184421922,289.7979151857304,0.9883407842943412
1286000,-83568.7191518459,303.33192219335524,0.980530069983988
1287000,-83225.84794500447,296.97330494440484,0.990703780219351
1288000,-83197.21548674797,305.17348433807535,0.9801994632786373
1289000,-82809.20241955033,297.6139966826266,0.9798275943706872
1290000,-83050.81306512532,305.7765184620166,0.9828973231598782
1291000,-82776.03529962228,296.36310396581524,0.9834034530088616
1292000,-83297.90778443927,295.14208486152444,0.9863576454686035
1293000,-82795.2709800551,294.12755123486795,0.9852766783443248
